# lgT[K] lgg[cm/s2] mu lgE[keV] lgI[erg/s/cm2/sr/keV]
# MAGNUS, fatia theta_B = 0 graus; lg I = lg(B_E(T_ef)) + lg w
5.79934 14.3800 0.980145 0.09332 15.43680
5.79934 14.3800 0.980145 0.11108 15.29104
5.79934 14.3800 0.980145 0.12884 15.10931
5.79934 14.3800 0.980145 0.14660 14.95023
5.79934 14.3800 0.980145 0.16436 14.76908
5.79934 14.3800 0.980145 0.18212 14.57677
5.79934 14.3800 0.980145 0.19988 14.40288
5.79934 14.3800 0.980145 0.21764 14.18335
5.79934 14.3800 0.980145 0.23540 14.00756
5.79934 14.3800 0.980145 0.25316 13.79134
5.79934 14.3800 0.980145 0.27092 13.57849
5.79934 14.3800 0.980145 0.28869 13.37463
5.79934 14.3800 0.980145 0.30645 13.11801
5.79934 14.3800 0.980145 0.32421 12.93248
5.79934 14.3800 0.980145 0.34197 12.68536
5.79934 14.3800 0.980145 0.35973 12.46473
5.79934 14.3800 0.980145 0.37749 12.23916
5.79934 14.3800 0.980145 0.39525 11.97201
5.79934 14.3800 0.980145 0.41301 11.78528
5.79934 14.3800 0.980145 0.43077 11.53371
5.79934 14.3800 0.980145 0.44853 11.32999
5.79934 14.3800 0.980145 0.46629 11.10980
5.79934 14.3800 0.980145 0.48405 10.87570
5.79934 14.3800 0.980145 0.50181 10.69244
5.79934 14.3800 0.980145 0.51957 10.45907
5.79934 14.3800 0.980145 0.53733 10.27352
5.79934 14.3800 0.980145 0.55509 10.05899
5.79934 14.3800 0.980145 0.57285 9.83815
5.79934 14.3800 0.980145 0.59061 9.64300
5.79934 14.3800 0.980145 0.60837 9.39287
5.79934 14.3800 0.980145 0.62613 9.19872
5.79934 14.3800 0.980145 0.64389 8.95319
5.79934 14.3800 0.980145 0.66165 8.71183
5.79934 14.3800 0.980145 0.67941 8.47891
5.79934 14.3800 0.980145 0.69718 8.17479
5.79934 14.3800 0.980145 0.71494 7.96085
5.79934 14.3800 0.980145 0.73270 7.65677
5.79934 14.3800 0.980145 0.75046 7.38509
5.79934 14.3800 0.980145 0.76822 7.09414
5.79934 14.3800 0.980145 0.78598 6.18963
5.79934 14.3800 0.980145 0.80374 4.20292
5.79934 14.3800 0.980145 0.82150 2.13105
5.79934 14.3800 0.980145 0.83926 -0.02952
5.79934 14.3800 0.980145 0.85702 -2.28251
5.79934 14.3800 0.980145 0.87478 -4.63177
5.79934 14.3800 0.980145 0.89254 -7.08131
5.79934 14.3800 0.980145 0.91030 -9.63534
5.79934 14.3800 0.980145 0.92806 -12.29819
5.79934 14.3800 0.980145 0.94582 -15.07443
5.79934 14.3800 0.980145 0.96358 -17.96878
5.79934 14.3800 0.980145 0.98134 -20.98616
5.79934 14.3800 0.980145 0.99910 -24.13173
5.79934 14.3800 0.980145 1.01686 -27.41083
5.79934 14.3800 0.980145 1.03462 -30.82902
5.79934 14.3800 0.980145 1.05238 -34.39212
5.79934 14.3800 0.980145 1.07014 -38.10620
5.79934 14.3800 0.980145 1.08790 -41.97751
5.79934 14.3800 0.980145 1.10567 -46.01265
5.79934 14.3800 0.980145 1.12343 -50.21848
5.79934 14.3800 0.980145 1.14119 -54.60206
5.79934 14.3800 0.980145 1.15895 -59.17085
5.79934 14.3800 0.980145 1.17671 -63.93258
5.79934 14.3800 0.980145 1.19447 -68.89533
5.79934 14.3800 0.980145 1.21223 -74.06742
5.79934 14.3800 0.980145 1.22999 -79.45764
5.79934 14.3800 0.980145 1.24775 -85.07513
5.79934 14.3800 0.980145 1.26551 -90.92928
5.79934 14.3800 0.980145 1.28327 -97.03003
5.79934 14.3800 0.980145 1.30103 -103.38771
5.89763 14.3800 0.019855 -1.52288 18.14767
5.89763 14.3800 0.019855 -1.50512 18.17391
5.89763 14.3800 0.019855 -1.48736 18.20012
5.89763 14.3800 0.019855 -1.46960 18.22617
5.89763 14.3800 0.019855 -1.45184 18.25173
5.89763 14.3800 0.019855 -1.43408 18.27689
5.89763 14.3800 0.019855 -1.41632 18.30182
5.89763 14.3800 0.019855 -1.39856 18.32643
5.89763 14.3800 0.019855 -1.38080 18.35074
5.89763 14.3800 0.019855 -1.36303 18.37463
5.89763 14.3800 0.019855 -1.34527 18.39818
5.89763 14.3800 0.019855 -1.32751 18.42135
5.89763 14.3800 0.019855 -1.30975 18.44412
5.89763 14.3800 0.019855 -1.29199 18.46649
5.89763 14.3800 0.019855 -1.27423 18.48798
5.89763 14.3800 0.019855 -1.25647 18.50904
5.89763 14.3800 0.019855 -1.23871 18.52955
5.89763 14.3800 0.019855 -1.22095 18.54950
5.89763 14.3800 0.019855 -1.20319 18.56852
5.89763 14.3800 0.019855 -1.18543 18.58670
5.89763 14.3800 0.019855 -1.16767 18.60446
5.89763 14.3800 0.019855 -1.14991 18.62073
5.89763 14.3800 0.019855 -1.13215 18.63648
5.89763 14.3800 0.019855 -1.11439 18.65090
5.89763 14.3800 0.019855 -1.09663 18.66409
5.89763 14.3800 0.019855 -1.07887 18.67642
5.89763 14.3800 0.019855 -1.06111 18.68655
5.89763 14.3800 0.019855 -1.04335 18.69594
5.89763 14.3800 0.019855 -1.02559 18.70291
5.89763 14.3800 0.019855 -1.00783 18.70820
5.89763 14.3800 0.019855 -0.99007 18.71174
5.89763 14.3800 0.019855 -0.97231 18.71182
5.89763 14.3800 0.019855 -0.95454 18.71043
5.89763 14.3800 0.019855 -0.93678 18.70426
5.89763 14.3800 0.019855 -0.91902 18.69525
5.89763 14.3800 0.019855 -0.90126 18.68203
5.89763 14.3800 0.019855 -0.88350 18.66269
5.89763 14.3800 0.019855 -0.86574 18.63925
5.89763 14.3800 0.019855 -0.84798 18.60559
5.89763 14.3800 0.019855 -0.83022 18.56490
5.89763 14.3800 0.019855 -0.81246 18.51230
5.89763 14.3800 0.019855 -0.79470 18.44643
5.89763 14.3800 0.019855 -0.77694 18.36297
5.89763 14.3800 0.019855 -0.75918 18.25886
5.89763 14.3800 0.019855 -0.74142 18.12822
5.89763 14.3800 0.019855 -0.72366 17.96848
5.89763 14.3800 0.019855 -0.70590 17.73314
5.89763 14.3800 0.019855 -0.68814 17.77680
5.89763 14.3800 0.019855 -0.67038 17.89264
5.89763 14.3800 0.019855 -0.65262 17.98900
5.89763 14.3800 0.019855 -0.63486 18.07417
5.89763 14.3800 0.019855 -0.61710 18.14458
5.89763 14.3800 0.019855 -0.59934 18.20433
5.89763 14.3800 0.019855 -0.58158 18.24819
5.89763 14.3800 0.019855 -0.56382 18.28549
5.89763 14.3800 0.019855 -0.54605 18.30862
5.89763 14.3800 0.019855 -0.52829 18.32594
5.89763 14.3800 0.019855 -0.51053 18.33572
5.89763 14.3800 0.019855 -0.49277 18.33770
5.89763 14.3800 0.019855 -0.47501 18.33639
5.89763 14.3800 0.019855 -0.45725 18.32661
5.89763 14.3800 0.019855 -0.43949 18.31399
5.89763 14.3800 0.019855 -0.42173 18.29608
5.89763 14.3800 0.019855 -0.40397 18.27387
5.89763 14.3800 0.019855 -0.38621 18.24790
5.89763 14.3800 0.019855 -0.36845 18.21726
5.89763 14.3800 0.019855 -0.35069 18.18296
5.89763 14.3800 0.019855 -0.33293 18.14459
5.89763 14.3800 0.019855 -0.31517 18.10259
5.89763 14.3800 0.019855 -0.29741 18.05564
5.89763 14.3800 0.019855 -0.27965 18.00660
5.89763 14.3800 0.019855 -0.26189 17.95153
5.89763 14.3800 0.019855 -0.24413 17.89438
5.89763 14.3800 0.019855 -0.22637 17.83241
5.89763 14.3800 0.019855 -0.20861 17.76491
5.89763 14.3800 0.019855 -0.19085 17.69682
5.89763 14.3800 0.019855 -0.17309 17.61924
5.89763 14.3800 0.019855 -0.15533 17.54364
5.89763 14.3800 0.019855 -0.13757 17.45982
5.89763 14.3800 0.019855 -0.11980 17.37144
5.89763 14.3800 0.019855 -0.10204 17.28263
5.89763 14.3800 0.019855 -0.08428 17.17985
5.89763 14.3800 0.019855 -0.06652 17.08643
5.89763 14.3800 0.019855 -0.04876 16.97846
5.89763 14.3800 0.019855 -0.03100 16.86980
5.89763 14.3800 0.019855 -0.01324 16.75884
5.89763 14.3800 0.019855 0.00452 16.63110
5.89763 14.3800 0.019855 0.02228 16.52065
5.89763 14.3800 0.019855 0.04004 16.38849
5.89763 14.3800 0.019855 0.05780 16.26422
5.89763 14.3800 0.019855 0.07556 16.13382
5.89763 14.3800 0.019855 0.09332 15.99125
5.89763 14.3800 0.019855 0.11108 15.86880
5.89763 14.3800 0.019855 0.12884 15.72367
5.89763 14.3800 0.019855 0.14660 15.59979
5.89763 14.3800 0.019855 0.16436 15.46740
5.89763 14.3800 0.019855 0.18212 15.33580
5.89763 14.3800 0.019855 0.19988 15.22229
5.89763 14.3800 0.019855 0.21764 15.09498
5.89763 14.3800 0.019855 0.23540 14.99406
5.89763 14.3800 0.019855 0.25316 14.88483
5.89763 14.3800 0.019855 0.27092 14.78222
5.89763 14.3800 0.019855 0.28869 14.68695
5.89763 14.3800 0.019855 0.30645 14.58164
5.89763 14.3800 0.019855 0.32421 14.49260
5.89763 14.3800 0.019855 0.34197 14.39143
5.89763 14.3800 0.019855 0.35973 14.29210
5.89763 14.3800 0.019855 0.37749 14.19132
5.89763 14.3800 0.019855 0.39525 14.07660
5.89763 14.3800 0.019855 0.41301 13.97492
5.89763 14.3800 0.019855 0.43077 13.85412
5.89763 14.3800 0.019855 0.44853 13.73672
5.89763 14.3800 0.019855 0.46629 13.61178
5.89763 14.3800 0.019855 0.48405 13.47117
5.89763 14.3800 0.019855 0.50181 13.34446
5.89763 14.3800 0.019855 0.51957 13.18948
5.89763 14.3800 0.019855 0.53733 13.04786
5.89763 14.3800 0.019855 0.55509 12.88849
5.89763 14.3800 0.019855 0.57285 12.71608
5.89763 14.3800 0.019855 0.59061 12.55709
5.89763 14.3800 0.019855 0.60837 12.35733
5.89763 14.3800 0.019855 0.62613 12.19016
5.89763 14.3800 0.019855 0.64389 11.98640
5.89763 14.3800 0.019855 0.66165 11.77960
5.89763 14.3800 0.019855 0.67941 11.57909
5.89763 14.3800 0.019855 0.69718 11.32150
5.89763 14.3800 0.019855 0.71494 11.12873
5.89763 14.3800 0.019855 0.73270 10.86684
5.89763 14.3800 0.019855 0.75046 10.62428
5.89763 14.3800 0.019855 0.76822 10.36836
5.89763 14.3800 0.019855 0.78598 10.04376
5.89763 14.3800 0.019855 0.80374 9.81732
5.89763 14.3800 0.019855 0.82150 9.47708
5.89763 14.3800 0.019855 0.83926 9.19876
5.89763 14.3800 0.019855 0.85702 8.86560
5.89763 14.3800 0.019855 0.87478 7.51217
5.89763 14.3800 0.019855 0.89254 5.56954
5.89763 14.3800 0.019855 0.91030 3.54360
5.89763 14.3800 0.019855 0.92806 1.43087
5.89763 14.3800 0.019855 0.94582 -0.77228
5.89763 14.3800 0.019855 0.96358 -3.06962
5.89763 14.3800 0.019855 0.98134 -5.46508
5.89763 14.3800 0.019855 0.99910 -7.96275
5.89763 14.3800 0.019855 1.01686 -10.56692
5.89763 14.3800 0.019855 1.03462 -13.28200
5.89763 14.3800 0.019855 1.05238 -16.11264
5.89763 14.3800 0.019855 1.07014 -19.06368
5.89763 14.3800 0.019855 1.08790 -22.14012
5.89763 14.3800 0.019855 1.10567 -25.34719
5.89763 14.3800 0.019855 1.12343 -28.69038
5.89763 14.3800 0.019855 1.14119 -32.17533
5.89763 14.3800 0.019855 1.15895 -35.80797
5.89763 14.3800 0.019855 1.17671 -39.59447
5.89763 14.3800 0.019855 1.19447 -43.54128
5.89763 14.3800 0.019855 1.21223 -47.65503
5.89763 14.3800 0.019855 1.22999 -51.94273
5.89763 14.3800 0.019855 1.24775 -56.41167
5.89763 14.3800 0.019855 1.26551 -61.06934
5.89763 14.3800 0.019855 1.28327 -65.92366
5.89763 14.3800 0.019855 1.30103 -70.98286
5.89763 14.3800 0.101667 -1.52288 18.26819
5.89763 14.3800 0.101667 -1.50512 18.29380
5.89763 14.3800 0.101667 -1.48736 18.32031
5.89763 14.3800 0.101667 -1.46960 18.34729
5.89763 14.3800 0.101667 -1.45184 18.37415
5.89763 14.3800 0.101667 -1.43408 18.40033
5.89763 14.3800 0.101667 -1.41632 18.42522
5.89763 14.3800 0.101667 -1.39856 18.45014
5.89763 14.3800 0.101667 -1.38080 18.47508
5.89763 14.3800 0.101667 -1.36303 18.49982
5.89763 14.3800 0.101667 -1.34527 18.52422
5.89763 14.3800 0.101667 -1.32751 18.54818
5.89763 14.3800 0.101667 -1.30975 18.57171
5.89763 14.3800 0.101667 -1.29199 18.59479
5.89763 14.3800 0.101667 -1.27423 18.61745
5.89763 14.3800 0.101667 -1.25647 18.63979
5.89763 14.3800 0.101667 -1.23871 18.66130
5.89763 14.3800 0.101667 -1.22095 18.68231
5.89763 14.3800 0.101667 -1.20319 18.70257
5.89763 14.3800 0.101667 -1.18543 18.72234
5.89763 14.3800 0.101667 -1.16767 18.74182
5.89763 14.3800 0.101667 -1.14991 18.76015
5.89763 14.3800 0.101667 -1.13215 18.77785
5.89763 14.3800 0.101667 -1.11439 18.79400
5.89763 14.3800 0.101667 -1.09663 18.80977
5.89763 14.3800 0.101667 -1.07887 18.82528
5.89763 14.3800 0.101667 -1.06111 18.83813
5.89763 14.3800 0.101667 -1.04335 18.85035
5.89763 14.3800 0.101667 -1.02559 18.86103
5.89763 14.3800 0.101667 -1.00783 18.87018
5.89763 14.3800 0.101667 -0.99007 18.87775
5.89763 14.3800 0.101667 -0.97231 18.88274
5.89763 14.3800 0.101667 -0.95454 18.88669
5.89763 14.3800 0.101667 -0.93678 18.88674
5.89763 14.3800 0.101667 -0.91902 18.88465
5.89763 14.3800 0.101667 -0.90126 18.87939
5.89763 14.3800 0.101667 -0.88350 18.86923
5.89763 14.3800 0.101667 -0.86574 18.85630
5.89763 14.3800 0.101667 -0.84798 18.83473
5.89763 14.3800 0.101667 -0.83022 18.80768
5.89763 14.3800 0.101667 -0.81246 18.77038
5.89763 14.3800 0.101667 -0.79470 18.71864
5.89763 14.3800 0.101667 -0.77694 18.65140
5.89763 14.3800 0.101667 -0.75918 18.55111
5.89763 14.3800 0.101667 -0.74142 18.40460
5.89763 14.3800 0.101667 -0.72366 18.18242
5.89763 14.3800 0.101667 -0.70590 17.85253
5.89763 14.3800 0.101667 -0.68814 17.93572
5.89763 14.3800 0.101667 -0.67038 18.17485
5.89763 14.3800 0.101667 -0.65262 18.34739
5.89763 14.3800 0.101667 -0.63486 18.46104
5.89763 14.3800 0.101667 -0.61710 18.54211
5.89763 14.3800 0.101667 -0.59934 18.60277
5.89763 14.3800 0.101667 -0.58158 18.64427
5.89763 14.3800 0.101667 -0.56382 18.67911
5.89763 14.3800 0.101667 -0.54605 18.70215
5.89763 14.3800 0.101667 -0.52829 18.72105
5.89763 14.3800 0.101667 -0.51053 18.73467
5.89763 14.3800 0.101667 -0.49277 18.74300
5.89763 14.3800 0.101667 -0.47501 18.74925
5.89763 14.3800 0.101667 -0.45725 18.74951
5.89763 14.3800 0.101667 -0.43949 18.74795
5.89763 14.3800 0.101667 -0.42173 18.74277
5.89763 14.3800 0.101667 -0.40397 18.73429
5.89763 14.3800 0.101667 -0.38621 18.72361
5.89763 14.3800 0.101667 -0.36845 18.70863
5.89763 14.3800 0.101667 -0.35069 18.69162
5.89763 14.3800 0.101667 -0.33293 18.67122
5.89763 14.3800 0.101667 -0.31517 18.64803
5.89763 14.3800 0.101667 -0.29741 18.62179
5.89763 14.3800 0.101667 -0.27965 18.59260
5.89763 14.3800 0.101667 -0.26189 18.56019
5.89763 14.3800 0.101667 -0.24413 18.52489
5.89763 14.3800 0.101667 -0.22637 18.48646
5.89763 14.3800 0.101667 -0.20861 18.44430
5.89763 14.3800 0.101667 -0.19085 18.40014
5.89763 14.3800 0.101667 -0.17309 18.35091
5.89763 14.3800 0.101667 -0.15533 18.30047
5.89763 14.3800 0.101667 -0.13757 18.24536
5.89763 14.3800 0.101667 -0.11980 18.18648
5.89763 14.3800 0.101667 -0.10204 18.12595
5.89763 14.3800 0.101667 -0.08428 18.05767
5.89763 14.3800 0.101667 -0.06652 17.99170
5.89763 14.3800 0.101667 -0.04876 17.91775
5.89763 14.3800 0.101667 -0.03100 17.84139
5.89763 14.3800 0.101667 -0.01324 17.76254
5.89763 14.3800 0.101667 0.00452 17.67338
5.89763 14.3800 0.101667 0.02228 17.59081
5.89763 14.3800 0.101667 0.04004 17.49535
5.89763 14.3800 0.101667 0.05780 17.40099
5.89763 14.3800 0.101667 0.07556 17.30137
5.89763 14.3800 0.101667 0.09332 17.19098
5.89763 14.3800 0.101667 0.11108 17.08903
5.89763 14.3800 0.101667 0.12884 16.96882
5.89763 14.3800 0.101667 0.14660 16.85643
5.89763 14.3800 0.101667 0.16436 16.73303
5.89763 14.3800 0.101667 0.18212 16.60092
5.89763 14.3800 0.101667 0.19988 16.47708
5.89763 14.3800 0.101667 0.21764 16.32854
5.89763 14.3800 0.101667 0.23540 16.19881
5.89763 14.3800 0.101667 0.25316 16.04839
5.89763 14.3800 0.101667 0.27092 15.89523
5.89763 14.3800 0.101667 0.28869 15.74686
5.89763 14.3800 0.101667 0.30645 15.56689
5.89763 14.3800 0.101667 0.32421 15.42195
5.89763 14.3800 0.101667 0.34197 15.24217
5.89763 14.3800 0.101667 0.35973 15.07095
5.89763 14.3800 0.101667 0.37749 14.89675
5.89763 14.3800 0.101667 0.39525 14.68979
5.89763 14.3800 0.101667 0.41301 14.52988
5.89763 14.3800 0.101667 0.43077 14.32255
5.89763 14.3800 0.101667 0.44853 14.14059
5.89763 14.3800 0.101667 0.46629 13.94409
5.89763 14.3800 0.101667 0.48405 13.72700
5.89763 14.3800 0.101667 0.50181 13.55086
5.89763 14.3800 0.101667 0.51957 13.32550
5.89763 14.3800 0.101667 0.53733 13.14273
5.89763 14.3800 0.101667 0.55509 12.93247
5.89763 14.3800 0.101667 0.57285 12.71693
5.89763 14.3800 0.101667 0.59061 12.52825
5.89763 14.3800 0.101667 0.60837 12.29066
5.89763 14.3800 0.101667 0.62613 12.10753
5.89763 14.3800 0.101667 0.64389 11.88097
5.89763 14.3800 0.101667 0.66165 11.66032
5.89763 14.3800 0.101667 0.67941 11.44924
5.89763 14.3800 0.101667 0.69718 11.18097
5.89763 14.3800 0.101667 0.71494 10.98594
5.89763 14.3800 0.101667 0.73270 10.72027
5.89763 14.3800 0.101667 0.75046 10.47763
5.89763 14.3800 0.101667 0.76822 10.22242
5.89763 14.3800 0.101667 0.78598 9.90120
5.89763 14.3800 0.101667 0.80374 9.67727
5.89763 14.3800 0.101667 0.82150 9.34316
5.89763 14.3800 0.101667 0.83926 9.06928
5.89763 14.3800 0.101667 0.85702 8.74339
5.89763 14.3800 0.101667 0.87478 7.51217
5.89763 14.3800 0.101667 0.89254 5.56954
5.89763 14.3800 0.101667 0.91030 3.54360
5.89763 14.3800 0.101667 0.92806 1.43087
5.89763 14.3800 0.101667 0.94582 -0.77228
5.89763 14.3800 0.101667 0.96358 -3.06962
5.89763 14.3800 0.101667 0.98134 -5.46508
5.89763 14.3800 0.101667 0.99910 -7.96275
5.89763 14.3800 0.101667 1.01686 -10.56692
5.89763 14.3800 0.101667 1.03462 -13.28200
5.89763 14.3800 0.101667 1.05238 -16.11264
5.89763 14.3800 0.101667 1.07014 -19.06368
5.89763 14.3800 0.101667 1.08790 -22.14012
5.89763 14.3800 0.101667 1.10567 -25.34719
5.89763 14.3800 0.101667 1.12343 -28.69038
5.89763 14.3800 0.101667 1.14119 -32.17533
5.89763 14.3800 0.101667 1.15895 -35.80797
5.89763 14.3800 0.101667 1.17671 -39.59447
5.89763 14.3800 0.101667 1.19447 -43.54128
5.89763 14.3800 0.101667 1.21223 -47.65503
5.89763 14.3800 0.101667 1.22999 -51.94273
5.89763 14.3800 0.101667 1.24775 -56.41167
5.89763 14.3800 0.101667 1.26551 -61.06934
5.89763 14.3800 0.101667 1.28327 -65.92366
5.89763 14.3800 0.101667 1.30103 -70.98286
5.89763 14.3800 0.237234 -1.52288 18.33705
5.89763 14.3800 0.237234 -1.50512 18.36789
5.89763 14.3800 0.237234 -1.48736 18.39619
5.89763 14.3800 0.237234 -1.46960 18.42262
5.89763 14.3800 0.237234 -1.45184 18.44719
5.89763 14.3800 0.237234 -1.43408 18.47086
5.89763 14.3800 0.237234 -1.41632 18.49268
5.89763 14.3800 0.237234 -1.39856 18.51786
5.89763 14.3800 0.237234 -1.38080 18.54614
5.89763 14.3800 0.237234 -1.36303 18.57221
5.89763 14.3800 0.237234 -1.34527 18.59709
5.89763 14.3800 0.237234 -1.32751 18.61902
5.89763 14.3800 0.237234 -1.30975 18.64131
5.89763 14.3800 0.237234 -1.29199 18.66416
5.89763 14.3800 0.237234 -1.27423 18.68810
5.89763 14.3800 0.237234 -1.25647 18.71218
5.89763 14.3800 0.237234 -1.23871 18.73487
5.89763 14.3800 0.237234 -1.22095 18.75691
5.89763 14.3800 0.237234 -1.20319 18.77799
5.89763 14.3800 0.237234 -1.18543 18.79807
5.89763 14.3800 0.237234 -1.16767 18.81761
5.89763 14.3800 0.237234 -1.14991 18.83612
5.89763 14.3800 0.237234 -1.13215 18.85417
5.89763 14.3800 0.237234 -1.11439 18.87118
5.89763 14.3800 0.237234 -1.09663 18.88782
5.89763 14.3800 0.237234 -1.07887 18.90421
5.89763 14.3800 0.237234 -1.06111 18.91842
5.89763 14.3800 0.237234 -1.04335 18.93206
5.89763 14.3800 0.237234 -1.02559 18.94415
5.89763 14.3800 0.237234 -1.00783 18.95444
5.89763 14.3800 0.237234 -0.99007 18.96291
5.89763 14.3800 0.237234 -0.97231 18.96965
5.89763 14.3800 0.237234 -0.95454 18.97556
5.89763 14.3800 0.237234 -0.93678 18.97722
5.89763 14.3800 0.237234 -0.91902 18.97707
5.89763 14.3800 0.237234 -0.90126 18.97426
5.89763 14.3800 0.237234 -0.88350 18.96682
5.89763 14.3800 0.237234 -0.86574 18.95692
5.89763 14.3800 0.237234 -0.84798 18.93913
5.89763 14.3800 0.237234 -0.83022 18.91671
5.89763 14.3800 0.237234 -0.81246 18.88561
5.89763 14.3800 0.237234 -0.79470 18.84191
5.89763 14.3800 0.237234 -0.77694 18.78572
5.89763 14.3800 0.237234 -0.75918 18.69918
5.89763 14.3800 0.237234 -0.74142 18.56690
5.89763 14.3800 0.237234 -0.72366 18.33727
5.89763 14.3800 0.237234 -0.70590 17.93757
5.89763 14.3800 0.237234 -0.68814 18.05946
5.89763 14.3800 0.237234 -0.67038 18.35994
5.89763 14.3800 0.237234 -0.65262 18.53679
5.89763 14.3800 0.237234 -0.63486 18.64063
5.89763 14.3800 0.237234 -0.61710 18.71539
5.89763 14.3800 0.237234 -0.59934 18.77171
5.89763 14.3800 0.237234 -0.58158 18.81295
5.89763 14.3800 0.237234 -0.56382 18.84863
5.89763 14.3800 0.237234 -0.54605 18.87490
5.89763 14.3800 0.237234 -0.52829 18.89760
5.89763 14.3800 0.237234 -0.51053 18.91593
5.89763 14.3800 0.237234 -0.49277 18.92961
5.89763 14.3800 0.237234 -0.47501 18.94151
5.89763 14.3800 0.237234 -0.45725 18.94813
5.89763 14.3800 0.237234 -0.43949 18.95314
5.89763 14.3800 0.237234 -0.42173 18.95487
5.89763 14.3800 0.237234 -0.40397 18.95358
5.89763 14.3800 0.237234 -0.38621 18.95055
5.89763 14.3800 0.237234 -0.36845 18.94345
5.89763 14.3800 0.237234 -0.35069 18.93479
5.89763 14.3800 0.237234 -0.33293 18.92282
5.89763 14.3800 0.237234 -0.31517 18.90844
5.89763 14.3800 0.237234 -0.29741 18.89173
5.89763 14.3800 0.237234 -0.27965 18.87185
5.89763 14.3800 0.237234 -0.26189 18.84970
5.89763 14.3800 0.237234 -0.24413 18.82459
5.89763 14.3800 0.237234 -0.22637 18.79690
5.89763 14.3800 0.237234 -0.20861 18.76618
5.89763 14.3800 0.237234 -0.19085 18.73307
5.89763 14.3800 0.237234 -0.17309 18.69640
5.89763 14.3800 0.237234 -0.15533 18.65771
5.89763 14.3800 0.237234 -0.13757 18.61556
5.89763 14.3800 0.237234 -0.11980 18.57014
5.89763 14.3800 0.237234 -0.10204 18.52274
5.89763 14.3800 0.237234 -0.08428 18.46987
5.89763 14.3800 0.237234 -0.06652 18.41722
5.89763 14.3800 0.237234 -0.04876 18.35894
5.89763 14.3800 0.237234 -0.03100 18.29806
5.89763 14.3800 0.237234 -0.01324 18.23478
5.89763 14.3800 0.237234 0.00452 18.16400
5.89763 14.3800 0.237234 0.02228 18.09637
5.89763 14.3800 0.237234 0.04004 18.01967
5.89763 14.3800 0.237234 0.05780 17.94256
5.89763 14.3800 0.237234 0.07556 17.86128
5.89763 14.3800 0.237234 0.09332 17.77174
5.89763 14.3800 0.237234 0.11108 17.68694
5.89763 14.3800 0.237234 0.12884 17.58901
5.89763 14.3800 0.237234 0.14660 17.49512
5.89763 14.3800 0.237234 0.16436 17.39312
5.89763 14.3800 0.237234 0.18212 17.28370
5.89763 14.3800 0.237234 0.19988 17.17929
5.89763 14.3800 0.237234 0.21764 17.05654
5.89763 14.3800 0.237234 0.23540 16.94557
5.89763 14.3800 0.237234 0.25316 16.81935
5.89763 14.3800 0.237234 0.27092 16.68926
5.89763 14.3800 0.237234 0.28869 16.56199
5.89763 14.3800 0.237234 0.30645 16.41001
5.89763 14.3800 0.237234 0.32421 16.28203
5.89763 14.3800 0.237234 0.34197 16.12719
5.89763 14.3800 0.237234 0.35973 15.97599
5.89763 14.3800 0.237234 0.37749 15.82166
5.89763 14.3800 0.237234 0.39525 15.63854
5.89763 14.3800 0.237234 0.41301 15.49055
5.89763 14.3800 0.237234 0.43077 15.30164
5.89763 14.3800 0.237234 0.44853 15.12957
5.89763 14.3800 0.237234 0.46629 14.94288
5.89763 14.3800 0.237234 0.48405 14.73182
5.89763 14.3800 0.237234 0.50181 14.55534
5.89763 14.3800 0.237234 0.51957 14.32582
5.89763 14.3800 0.237234 0.53733 14.13388
5.89763 14.3800 0.237234 0.55509 13.90825
5.89763 14.3800 0.237234 0.57285 13.67000
5.89763 14.3800 0.237234 0.59061 13.45883
5.89763 14.3800 0.237234 0.60837 13.18147
5.89763 14.3800 0.237234 0.62613 12.97177
5.89763 14.3800 0.237234 0.64389 12.69978
5.89763 14.3800 0.237234 0.66165 12.43690
5.89763 14.3800 0.237234 0.67941 12.18350
5.89763 14.3800 0.237234 0.69718 11.85073
5.89763 14.3800 0.237234 0.71494 11.62642
5.89763 14.3800 0.237234 0.73270 11.30026
5.89763 14.3800 0.237234 0.75046 11.01714
5.89763 14.3800 0.237234 0.76822 10.71304
5.89763 14.3800 0.237234 0.78598 10.32997
5.89763 14.3800 0.237234 0.80374 10.08188
5.89763 14.3800 0.237234 0.82150 9.69252
5.89763 14.3800 0.237234 0.83926 9.39306
5.89763 14.3800 0.237234 0.85702 9.02627
5.89763 14.3800 0.237234 0.87478 7.51217
5.89763 14.3800 0.237234 0.89254 5.56954
5.89763 14.3800 0.237234 0.91030 3.54360
5.89763 14.3800 0.237234 0.92806 1.43087
5.89763 14.3800 0.237234 0.94582 -0.77228
5.89763 14.3800 0.237234 0.96358 -3.06962
5.89763 14.3800 0.237234 0.98134 -5.46508
5.89763 14.3800 0.237234 0.99910 -7.96275
5.89763 14.3800 0.237234 1.01686 -10.56692
5.89763 14.3800 0.237234 1.03462 -13.28200
5.89763 14.3800 0.237234 1.05238 -16.11264
5.89763 14.3800 0.237234 1.07014 -19.06368
5.89763 14.3800 0.237234 1.08790 -22.14012
5.89763 14.3800 0.237234 1.10567 -25.34719
5.89763 14.3800 0.237234 1.12343 -28.69038
5.89763 14.3800 0.237234 1.14119 -32.17533
5.89763 14.3800 0.237234 1.15895 -35.80797
5.89763 14.3800 0.237234 1.17671 -39.59447
